NO,Season,NumGame,Team,Result,Rank,1Q,2Q,3Q,4Q,TotScore,2ptS,2ptA,2ptRatio,3ptS,3ptA,3ptRatio,FTS,FTA,FTRatio,RB,AS,ST,BL,FO,FB,TO,PPS,GD,FBP,POT,SCP,BP,MCP,MLM,TL,OFFRTG,DEFRTG,NETRTG,EFGRatio,TSRatio,ASTRatio,ASTTO,ASTRat,OREBRatio,DREBRatio,REBRatio,PACE,TOVRatio,POSS
3158,2324,16,SK,lose,4,27,23,26,18,94,22,41,53.7,11,25,44,17,23,73.9,28,13,4,1,22,3,6,15,1,5,9,10,4,7,6,1146,132.2,140.4,-8.3,58.3,61.7,39.4,2.2,13.7,39.3,60.7,50,67.5,7.3,67.5
3159,2324,17,Goyang,win,8,23,16,31,29,99,17,29,58.6,17,37,45.9,14,21,66.7,31,20,6,1,28,2,8,15,2,6,12,8,45,9,14,2026,126.5,111.1,15.4,64.4,65.8,58.8,2.5,19.4,16.1,74.3,47,77,9.6,77
3160,2324,17,Ulsan,lose,6,19,19,27,23,88,23,42,54.8,6,23,26.1,24,30,80,35,16,4,2,22,2,10,18,4,4,7,14,28,6,2,130,111.1,126.5,-15.4,49.2,56.3,55.2,1.6,15.4,25.7,83.9,53,77,11.3,77
3161,2324,18,Suwon,lose,3,28,20,13,23,84,27,50,54,8,25,32,6,7,85.7,33,19,11,1,17,4,11,20,1,8,16,22,29,12,8,517,111.9,122.6,-10.7,52,53.8,54.3,1.7,17.6,40,67.9,52.4,72.4,12.3,72.4
3162,2324,18,Wonju,win,1,27,27,25,12,91,24,37,64.9,9,23,39.1,16,21,76.2,30,18,8,6,15,8,14,19,0,17,11,14,20,10,21,1804,122.6,111.9,10.7,62.5,65.7,54.5,1.3,17.8,32.1,60,47.6,72.4,16.8,72.4
3163,2324,19,Anyang,lose,9,27,16,14,18,75,23,48,47.9,5,22,22.7,14,16,87.5,37,14,4,4,20,2,8,15,0,4,4,14,29,8,11,625,104.1,124,-19.9,43.6,48.7,50,1.8,14.1,33.3,66.7,49.3,68.9,9.4,68.9
3164,2324,19,Ulsan,win,6,19,32,16,19,86,30,50,60,4,18,22.2,14,19,73.7,38,22,5,3,19,3,5,18,0,6,7,18,57,8,15,1680,124,104.1,19.9,52.9,56.3,64.7,4.4,21.3,33.3,66.7,50.7,68.9,6.1,68.9
3165,2324,20,Samsung,win,10,21,22,18,23,84,21,40,52.5,10,22,45.5,12,23,52.2,34,15,3,5,24,0,11,19,0,0,8,14,34,8,6,964,119.8,112.7,7.1,58.1,58.2,48.4,1.4,15.3,36.1,77.8,54,69.1,13.2,69.1
3166,2324,20,Daegu,lose,7,22,20,19,19,80,24,45,53.3,4,17,23.5,20,25,80,29,10,7,1,22,2,4,17,2,5,14,9,18,7,6,1110,112.7,119.8,-7.1,48.4,54.8,35.7,2.5,11.5,22.2,63.9,46,69.1,5.2,69.1
3167,2324,21,Changwon,win,2,18,19,23,27,87,25,45,55.6,7,23,30.4,16,26,61.5,45,21,6,3,17,4,10,19,1,8,15,20,45,15,16,1229,118.5,99.3,19.2,52.2,54.8,65.6,2.1,19,44.4,87.9,65.2,71.9,11.2,71.9
3168,2324,21,Goyang,lose,8,18,20,16,19,73,13,25,52,14,38,36.8,5,8,62.5,24,21,6,2,23,2,11,10,1,5,11,6,37,10,8,821,99.3,118.5,-19.2,54,54.9,77.8,1.9,21.3,12.1,55.6,34.8,71.9,14.2,71.9
3169,2324,22,Samsung,lose,10,23,14,14,23,74,20,40,50,7,33,21.2,13,19,68.4,43,18,3,2,17,3,16,20,2,5,2,23,36,11,5,232,92.1,120.4,-28.3,41.8,45.5,66.7,1.1,15.6,37.8,63.4,50,77.7,16.4,77.7
3170,2324,22,Anyang,win,9,26,29,23,18,96,34,62,54.8,6,21,28.6,10,13,76.9,43,18,11,4,22,3,6,27,2,6,26,16,45,12,34,2081,120.4,92.1,28.3,51.8,54.1,45,3,16,36.6,62.2,50,77.7,6.3,77.7
3171,2324,23,Ulsan,lose,6,18,21,10,30,79,30,57,52.6,4,16,25,7,12,58.3,30,19,6,5,19,11,7,26,0,23,12,8,35,9,7,773,107.8,124.2,-16.4,49.3,50.5,55.9,2.7,18.2,30.8,54.5,41.7,70.6,8.2,70.6
3172,2324,23,Busan,win,5,19,22,26,24,91,30,54,55.6,7,21,33.3,10,12,83.3,42,21,3,0,18,3,8,27,1,6,3,21,54,12,21,1355,124.2,107.8,16.4,54,56.7,56.8,2.6,19.2,45.5,69.2,58.3,70.6,9.1,70.6
3173,2324,24,Daegu,lose,7,21,15,25,18,79,17,44,38.6,10,31,32.3,15,19,78.9,34,10,7,0,17,1,11,11,3,2,13,15,42,8,2,40,100.8,121.4,-20.6,42.7,47.4,37,0.9,9.6,35.6,69.2,47.9,75.2,11.7,75.2
3174,2324,24,Wonju,win,1,29,19,23,23,94,24,41,58.5,12,25,48,10,10,100,37,23,9,6,23,7,15,20,0,16,14,12,27,11,17,2287,121.4,100.8,20.6,63.6,66.8,63.9,1.5,21.2,30.8,64.4,52.1,75.2,17.6,75.2
3175,2324,25,Changwon,win,2,15,15,21,18,69,22,49,44.9,6,19,31.6,7,11,63.6,43,18,10,3,15,9,7,19,0,18,20,10,42,15,21,1174,96,69.6,26.4,45.6,47.4,64.3,2.6,18.4,20.5,77.8,51.2,70.5,8.8,70.5
3176,2324,25,SK,lose,4,17,14,6,13,50,14,44,31.8,5,21,23.8,7,11,63.6,41,12,6,2,19,0,12,11,0,0,2,5,7,11,5,1037,69.6,96,-26.4,33.1,35.8,63.2,1,12.8,22.2,79.5,48.8,70.5,14.7,70.5
3177,2324,26,Anyang,lose,9,23,22,25,12,82,23,42,54.8,9,26,34.6,9,10,90,37,19,0,3,20,1,12,22,4,2,12,9,21,7,3,658,108.8,107.9,0.8,53.7,56.6,59.4,1.6,18.4,28.1,71.8,52.1,74.1,14.2,74.1
3178,2324,26,Goyang,win,8,29,25,15,15,84,19,36,52.8,13,40,32.5,7,11,63.6,34,15,6,3,17,2,8,18,3,4,15,19,28,11,12,1590,107.9,108.8,-0.8,50.7,52,46.9,1.9,14.4,28.2,71.9,47.9,74.1,9,74.1
3179,2324,27,Samsung,lose,10,19,20,21,27,87,25,53,47.2,6,21,28.6,19,29,65.5,50,19,2,4,24,4,12,24,1,7,4,21,12,10,10,821,110.5,120.9,-10.4,45.9,50.1,61.3,1.6,16.1,47.6,81.1,63.3,74.4,12.2,74.4
3180,2324,27,Suwon,win,3,16,22,30,22,90,26,57,45.6,5,10,50,23,26,88.5,29,19,9,7,27,2,3,20,0,5,15,10,30,10,13,1248,120.9,110.5,10.4,50,57.4,61.3,6.3,18.9,18.9,52.4,36.7,74.4,3.7,74.4
3181,2324,28,Ulsan,lose,6,29,25,13,12,79,26,51,51,5,26,19.2,12,15,80,44,24,5,1,23,9,15,21,0,20,9,17,23,10,19,1825,99.2,110.5,-11.3,43.5,47.2,77.4,1.6,19.6,44.2,65.8,54.3,76.8,15.2,76.8
3182,2324,28,Wonju,win,1,14,26,27,23,90,25,53,47.2,7,23,30.4,19,26,73.1,37,17,7,3,17,4,7,22,1,8,15,23,16,9,11,373,110.5,99.2,11.3,46.7,51.5,53.1,2.4,15.3,34.2,55.8,45.7,76.8,7.4,76.8
3183,2324,29,Daegu,lose,7,19,19,15,27,80,19,45,42.2,11,29,37.9,9,13,69.2,35,19,6,0,18,2,8,12,2,5,14,16,38,8,2,125,108.5,119.8,-11.3,48,50.2,63.3,2.4,17.8,35,72.4,50.7,72.7,9.1,72.7
3184,2324,29,Anyang,win,9,25,22,23,21,91,32,50,64,6,18,33.3,9,9,100,34,19,5,5,18,5,12,26,0,11,13,13,41,14,17,2255,119.8,108.5,11.3,60.3,63.2,50,1.6,18.5,27.6,65,49.3,72.7,14.3,72.7
3185,2324,30,Suwon,win,3,30,21,21,29,101,29,45,64.4,10,19,52.6,13,18,72.2,49,28,4,7,15,9,14,26,0,16,8,12,28,13,36,2378,136.6,85.2,51.4,68.8,70.2,71.8,2,24.6,48,80.4,69,73,16.3,73
3186,2324,30,Goyang,lose,8,15,23,11,16,65,9,25,36,12,49,24.5,11,12,91.7,22,11,12,4,15,1,6,7,0,3,14,6,21,6,0,0,85.2,136.6,-51.4,36.5,41,52.4,1.8,11.4,19.6,52,31,73,7,73
3187,2324,31,Anyang,win,9,24,20,15,15,74,26,51,51,4,18,22.2,10,16,62.5,42,9,10,7,18,3,8,21,1,6,8,17,19,10,5,814,99.9,91.2,8.7,45.7,48,30,1.1,9.6,27.5,76.2,52.4,75.2,9.4,75.2
3188,2324,31,Busan,lose,5,27,20,10,15,72,19,42,45.2,8,26,30.8,10,18,55.6,39,20,5,1,15,8,13,15,2,16,2,14,18,8,13,1448,91.2,99.9,-8.7,45.6,47.4,74.1,1.5,18.4,23.8,72.5,47.6,75.2,14.6,75.2
3189,2324,32,Wonju,win,1,23,21,32,18,94,32,51,62.7,6,23,26.1,12,13,92.3,42,23,9,5,19,12,10,26,1,25,14,15,36,14,40,2316,122.5,74.4,48.1,55.4,59,60.5,2.3,20.4,39.4,80.6,60.9,75.2,11.1,75.2
3190,2324,32,Samsung,lose,10,15,18,13,12,58,20,46,43.5,3,15,20,9,18,50,27,16,7,1,17,3,16,18,1,6,5,6,25,5,0,0,74.4,122.5,-48.1,40.2,42.1,69.6,1,15.9,19.4,60.6,39.1,75.2,18.8,75.2
3191,2324,33,Suwon,win,3,23,12,32,24,91,29,46,63,6,21,28.6,15,21,71.4,43,22,6,2,18,9,6,27,0,18,15,9,6,10,22,1158,127.7,96.1,31.6,56.7,59.7,62.9,3.7,21.1,37.9,74.4,59.7,69.9,7.3,69.9
3192,2324,33,Daegu,lose,7,22,18,14,15,69,23,38,60.5,4,28,14.3,11,20,55,29,12,3,1,21,3,8,17,1,7,7,11,39,9,7,948,96.1,127.7,-31.6,43.9,46.1,44.4,1.5,12.7,25.6,62.1,40.3,69.9,9.7,69.9
3193,2324,34,Ulsan,win,6,20,17,15,25,77,25,47,53.2,5,17,29.4,12,16,75,36,17,6,4,17,6,13,22,0,12,15,4,35,9,12,1769,101.3,91.4,9.8,50.8,54.2,56.7,1.3,16.8,24.2,80,52.9,74,15.5,74
3194,2324,34,Samsung,lose,10,15,24,13,17,69,18,41,43.9,7,23,30.4,12,17,70.6,32,20,9,2,20,2,11,16,0,3,7,17,18,7,5,433,91.4,101.3,-9.8,44.5,48.3,80,1.8,19.5,20,75.8,47.1,74,13.3,74
3195,2324,35,Changwon,win,2,25,27,35,17,104,23,44,52.3,16,28,57.1,10,16,62.5,40,26,5,3,21,6,4,20,0,13,6,12,58,12,41,2348,140.5,113.7,26.8,65.3,65.8,66.7,6.5,23.8,25,86.1,55.6,73.2,4.8,73.2
3196,2324,35,Busan,lose,5,10,22,22,30,84,19,41,46.3,9,21,42.9,19,27,70.4,32,15,1,1,16,3,5,17,1,6,5,10,42,13,0,0,113.7,140.5,-26.8,52.4,56.8,53.6,3,16,13.9,75,44.4,73.2,6.3,73.2
3197,2324,36,Wonju,lose,1,21,18,28,27,94,24,39,61.5,8,27,29.6,22,28,78.6,30,25,7,4,25,7,9,20,0,15,11,11,31,10,2,57,118.5,126.2,-7.7,54.5,60,78.1,2.8,22.3,25.8,56.4,42.9,76,10.3,76
3198,2324,36,Anyang,win,9,27,26,24,22,99,27,57,47.4,8,19,42.1,21,26,80.8,40,17,5,1,20,4,8,19,1,7,11,31,32,8,19,2251,126.2,118.5,7.7,51.3,56.6,48.6,2.1,15.1,43.6,74.2,57.1,76,8.4,76
3199,2324,37,Samsung,lose,10,11,25,15,29,80,24,53,45.3,7,22,31.8,11,13,84.6,38,18,7,2,23,1,8,20,0,2,9,12,32,10,2,21,105.7,107.7,-2.1,46,49.6,58.1,2.3,16.9,33.3,69.4,50.7,73.1,9,73.1
3200,2324,37,SK,win,4,28,20,15,19,82,23,47,48.9,6,20,30,18,23,78.3,37,19,7,3,18,8,10,20,0,15,8,13,15,9,20,2290,107.7,105.7,2.1,47.8,53.2,65.5,1.9,17.9,30.6,66.7,49.3,73.1,11.5,73.1
3201,2324,38,Daegu,lose,7,19,21,23,27,90,26,44,59.1,9,21,42.9,11,17,64.7,32,17,8,1,21,3,11,20,2,6,17,17,34,8,5,241,125.9,136.5,-10.6,60.8,62.1,48.6,1.5,16.9,41.4,71.4,56.1,70.8,13.2,70.8
3202,2324,38,Goyang,win,8,26,24,26,24,100,16,25,64,17,35,48.6,17,21,81,25,17,8,1,19,3,12,14,1,7,12,16,18,11,21,1999,136.5,125.9,10.6,69.2,72.2,51.5,1.4,17.3,28.6,58.6,43.9,70.8,14.8,70.8
3203,2324,39,Suwon,win,3,24,12,25,14,75,18,45,40,10,18,55.6,9,16,56.3,39,15,4,1,21,2,11,13,1,4,6,11,14,10,7,1458,110.2,102.1,8.1,52.4,53.5,53.6,1.4,15.6,38.2,63.4,52,68,13.6,68
3204,2324,39,Ulsan,lose,6,19,23,15,17,74,25,49,51,4,23,17.4,12,17,70.6,36,14,6,4,18,4,8,19,0,8,17,20,24,9,9,781,102.1,110.2,-8.1,43.1,46.6,48.3,1.8,13.8,36.6,61.8,48,68,9.1,68
3205,2324,40,Wonju,win,1,25,19,32,30,106,27,39,69.2,13,31,41.9,13,13,100,37,29,3,2,21,8,8,20,1,17,9,12,28,10,32,2346,141.9,106.5,35.4,66.4,70,72.5,3.6,25.7,31,63.6,50.7,71.2,9.6,71.2
3206,2324,40,SK,lose,4,15,23,19,19,76,21,54,38.9,6,18,33.3,16,19,84.2,36,16,4,1,17,3,7,19,1,6,3,13,33,6,0,0,106.5,141.9,-35.4,41.7,47.3,59.3,2.3,15.5,36.4,69,49.3,71.2,8,71.2
3207,2324,41,Anyang,win,9,21,24,23,17,85,27,49,55.1,8,19,42.1,7,9,77.8,46,17,5,5,17,2,17,21,0,5,10,10,27,14,24,1813,109,93.6,15.4,57.4,59.1,48.6,1,16,33.3,71.4,56.1,75.3,19.1,75.3
3208,2324,41,Changwon,lose,2,20,18,17,16,71,21,55,38.2,6,23,26.1,11,11,100,36,20,12,6,18,4,7,20,0,8,16,14,34,10,6,278,93.6,109,-15.4,38.5,42.9,74.1,2.9,18.2,28.6,66.7,43.9,75.3,7.8,75.3
3209,2324,42,Goyang,win,8,25,23,29,16,93,15,30,50,19,42,45.2,6,7,85.7,32,21,4,2,20,2,9,13,1,4,15,5,30,9,14,1758,120.7,114.5,6.2,60.4,61.9,61.8,2.3,20,23.3,89.3,55.2,73.3,10.7,73.3
3210,2324,42,Busan,lose,5,19,29,17,19,84,26,40,65,5,20,25,17,19,89.5,26,21,6,5,18,7,8,23,1,14,6,3,26,8,4,385,114.5,120.7,-6.2,55.8,61.4,67.7,2.6,21.6,10.7,76.7,44.8,73.3,10.5,73.3
3211,2324,43,Ulsan,lose,6,15,13,18,15,61,21,48,43.8,5,26,19.2,4,4,100,40,13,7,0,20,4,11,15,0,8,7,16,36,6,6,523,83.8,104.2,-20.3,38.5,40.3,50,1.2,13,35,66.7,50.6,70.3,12.7,70.3
3212,2324,43,Suwon,win,3,13,18,21,25,77,27,46,58.7,3,24,12.5,14,18,77.8,39,11,7,2,13,6,9,25,1,12,13,15,14,10,19,1722,104.2,83.8,20.3,45,49.4,36.7,1.2,11.2,33.3,65,49.4,70.3,10.4,70.3
3213,2324,44,Wonju,win,1,28,16,26,17,87,21,46,45.7,11,24,45.8,12,18,66.7,42,21,5,3,18,6,10,17,1,13,5,4,6,7,8,1371,117.7,114.6,3.1,53.6,55.8,65.6,2.1,19.3,38.9,62.2,51.9,71.9,11.4,71.9
3214,2324,44,Busan,lose,5,27,17,21,20,85,23,48,47.9,10,30,33.3,9,14,64.3,39,18,5,3,20,3,7,18,1,6,9,20,10,7,7,662,114.6,117.7,-3.1,48.7,50.5,54.5,2.6,16.5,37.8,61.1,48.1,71.9,7.7,71.9
3215,2324,45,Samsung,lose,10,14,25,12,12,63,22,57,38.6,2,22,9.1,13,20,65,56,12,5,1,23,1,13,22,0,2,4,17,45,7,2,14,87.7,107.3,-19.6,31.6,35.9,50,0.9,10.6,53.7,81.8,64.4,71.1,12.9,71.1
3216,2324,45,Anyang,win,9,26,20,18,17,81,26,45,57.8,5,22,22.7,14,17,82.4,31,14,8,8,19,2,7,20,1,4,9,12,28,11,21,2304,107.3,87.7,19.6,50,54.4,45.2,2,14.7,18.2,46.3,35.6,71.1,8.6,71.1
3217,2324,46,Wonju,win,1,28,20,18,15,81,27,50,54,7,21,33.3,6,12,50,41,20,7,6,17,6,10,23,0,13,14,11,12,12,15,2275,112.1,97.9,14.1,52.8,53.1,58.8,2,18.8,35,62.8,49.4,71,11.6,71
3218,2324,46,Ulsan,lose,6,18,21,19,14,72,21,52,40.4,8,25,32,6,8,75,42,16,6,2,18,3,9,17,0,6,4,18,42,9,2,52,97.9,112.1,-14.1,42.9,44.7,55.2,1.8,15.2,37.2,65,50.6,71,10.1,71
3219,2324,47,Daegu,lose,7,15,21,12,26,74,19,36,52.8,10,27,37,6,15,40,37,15,1,0,23,0,11,13,2,0,3,12,32,8,4,282,109.5,113.4,-3.9,54,53.2,51.7,1.4,15.7,35.1,72.7,52.9,66.1,13.6,66.1
3220,2324,47,SK,win,4,20,14,20,22,76,26,51,51,3,14,21.4,15,16,93.8,33,14,6,2,21,6,4,24,4,13,10,4,4,7,9,1923,113.4,109.5,3.9,46.9,52.7,48.3,3.5,15.5,27.3,64.9,47.1,66.1,5.3,66.1
3221,2324,48,Busan,win,5,16,22,18,22,78,22,43,51.2,5,21,23.8,19,25,76,49,14,5,1,17,3,18,14,0,6,5,17,26,9,11,1418,97.5,88,9.5,46.1,52,51.9,0.8,13.1,36.1,80,60.5,77.1,19.4,77.1
3222,2324,48,Goyang,lose,8,17,17,20,15,69,18,38,47.4,9,38,23.7,6,10,60,32,13,12,3,22,4,7,16,1,8,20,8,24,12,8,707,88,97.5,-9.5,41.4,42.9,48.1,1.9,12.9,20,63.9,39.5,77.1,8,77.1
3223,2324,49,Anyang,lose,9,22,16,23,16,77,22,44,50,7,25,28,12,17,70.6,23,25,6,1,16,2,13,21,1,5,13,15,28,6,0,0,96.9,138.7,-41.9,47.1,50.3,86.2,1.9,21.8,25.6,61.9,38.3,76,14.5,76
3224,2324,49,Changwon,win,2,34,30,19,23,106,32,43,74.4,11,24,45.8,9,10,90,37,26,9,2,21,8,13,29,0,18,19,11,40,14,31,2360,138.7,96.9,41.9,72.4,74.2,60.5,2,23.6,38.1,74.4,61.7,76,15.4,76
3225,2324,50,Suwon,lose,3,23,24,17,23,87,23,36,63.9,10,29,34.5,11,20,55,26,22,11,1,18,3,14,16,1,6,21,4,37,8,4,363,105.1,124.1,-19.1,58.5,58.9,66.7,1.6,20,15.6,55.3,37.1,80.8,15.9,80.8
3226,2324,50,SK,win,4,24,23,24,31,102,29,49,59.2,11,30,36.7,11,14,78.6,44,20,13,5,21,7,14,27,0,16,13,21,10,11,19,1826,124.1,105.1,19.1,57.6,59.9,50,1.4,16.8,44.7,84.4,62.9,80.8,14.1,80.8
3227,2324,51,Ulsan,win,6,22,13,19,15,81,22,52,42.3,6,22,27.3,19,25,76,43,19,8,2,19,4,9,17,0,8,10,19,11,10,7,775,101.3,99.5,1.7,41.9,47.6,67.9,2.1,16.8,29.8,76.3,50.6,78.1,9.6,78.1
3228,2324,51,Daegu,lose,7,15,25,12,17,80,22,50,44,9,25,36,9,10,90,42,10,4,2,24,1,10,19,0,2,1,8,20,8,7,1108,99.5,101.3,-1.7,47.3,50.4,32.3,1,10.1,23.7,70.2,49.4,78.1,11.2,78.1
3229,2324,52,Wonju,win,1,28,29,27,18,102,31,45,68.9,9,28,32.1,13,15,86.7,43,24,9,4,26,7,12,26,0,16,17,11,37,12,31,2361,123.5,87.4,36.1,61,64.1,60,2,20.8,29,72.3,55.1,81.2,13.1,81.2
3230,2324,52,Samsung,lose,10,13,24,23,13,73,26,56,46.4,2,19,10.5,15,24,62.5,35,17,9,0,20,4,11,24,1,9,8,16,28,6,0,0,87.4,123.5,-36.1,38.7,42.7,60.7,1.5,15,27.7,71,44.9,81.2,11.4,81.2
3231,2324,53,Changwon,win,2,23,16,23,15,77,22,39,56.4,8,26,30.8,9,14,64.3,35,17,8,3,17,4,10,20,3,8,9,17,19,11,15,1726,113,91.8,21.1,52.3,54.1,56.7,1.7,17.3,40.6,84.6,60.3,65.9,12.3,65.9
3232,2324,53,Daegu,lose,7,14,25,12,11,62,19,36,52.8,7,19,36.8,3,8,37.5,23,16,5,1,23,1,13,16,2,2,8,4,35,7,7,460,91.8,113,-21.1,53.6,53,61.5,1.2,18.3,15.4,59.4,39.7,65.9,18.2,65.9
3233,2324,54,Anyang,win,9,28,19,16,21,84,23,52,44.2,11,22,50,5,7,71.4,40,22,7,3,17,4,10,16,3,9,13,13,13,11,14,2353,114.9,101.9,13,53.4,54.5,64.7,2.2,20.2,38.9,70.3,54.8,70.5,11.5,70.5
3234,2324,54,Busan,lose,5,22,21,18,13,74,18,35,51.4,9,30,30,11,15,73.3,33,16,6,4,17,8,12,15,1,17,11,14,18,8,1,21,101.9,114.9,-13,48.5,51.7,59.3,1.3,16.1,29.7,61.1,45.2,70.5,14.4,70.5
3235,2324,55,Goyang,lose,8,30,21,21,19,91,14,29,48.3,17,40,42.5,12,17,70.6,27,22,12,1,23,3,10,12,3,8,11,11,6,8,16,1726,125.6,136.8,-11.3,57.2,59.5,71,2.2,20.3,38.9,56.5,45.8,70.7,11.6,70.7
3236,2324,55,Wonju,win,1,18,24,31,26,99,24,37,64.9,11,20,55,18,19,94.7,32,22,6,1,19,1,17,23,1,2,10,12,24,12,10,560,136.8,125.6,11.3,71.1,75.7,62.9,1.3,21.1,43.5,61.1,54.2,70.7,20.6,70.7
3237,2324,56,SK,win,4,20,25,16,21,82,33,60,55,4,17,23.5,4,5,80,36,21,8,5,20,4,7,28,2,8,19,17,18,13,13,812,115.2,109.7,5.5,50.6,51.8,56.8,3,19.6,38.5,58.3,48,67.8,8.1,67.8
3238,2324,56,Samsung,lose,10,27,16,12,20,75,18,41,43.9,9,23,39.1,12,19,63.2,39,17,2,3,15,3,11,13,2,5,3,22,14,9,12,1272,109.7,115.2,-5.5,49.2,51.8,63,1.5,16.9,41.7,61.5,52,67.8,13.2,67.8
3239,2324,57,Suwon,lose,3,23,8,17,23,71,24,56,42.9,7,28,25,2,2,100,29,18,7,3,19,4,11,20,2,8,8,15,31,6,0,0,87.8,112.6,-24.9,41.1,41.8,58.1,1.6,15.8,31.9,48.3,38.2,74.3,11.5,74.3
3240,2324,57,Wonju,win,1,32,24,15,16,87,26,47,55.3,5,21,23.8,20,21,95.2,47,19,9,9,11,5,15,21,0,10,14,18,16,10,25,2265,112.6,87.8,24.9,49.3,56.3,61.3,1.3,17.1,51.7,68.1,61.8,74.3,16.3,74.3
3241,2324,58,Daegu,lose,7,30,18,21,24,93,28,46,60.9,10,25,40,7,15,46.7,26,24,6,0,20,5,5,19,3,10,14,8,16,7,2,94,124.7,132.1,-7.5,60.6,59.9,63.2,4.8,22.5,25.8,78.3,48.1,72.8,6.1,72.8
3242,2324,58,Anyang,win,9,41,23,15,19,98,24,37,64.9,13,25,52,11,14,78.6,28,26,2,4,20,2,11,21,0,4,3,5,16,7,18,2267,132.1,124.7,7.5,70.2,71.9,70.3,2.4,24.7,21.7,74.2,51.9,72.8,13.9,72.8
3243,2324,59,Changwon,win,2,20,28,31,18,97,21,48,43.8,14,27,51.9,13,14,92.9,39,23,7,0,19,4,11,19,0,9,12,19,38,9,29,2075,124.1,98.7,25.5,56,59.8,65.7,2.1,20,40,78.1,58.2,75,11.9,75
3244,2324,59,Ulsan,lose,6,19,17,18,22,76,23,45,51.1,6,18,33.3,12,16,75,28,14,5,3,18,3,14,18,1,6,6,5,41,7,5,256,98.7,124.1,-25.5,50.8,54.3,48.3,1,14.3,21.9,60,41.8,75,16.7,75
3245,2324,60,Samsung,win,10,25,21,20,18,84,32,55,58.2,2,15,13.3,14,23,60.9,49,21,5,2,20,5,15,29,2,10,6,26,28,21,35,2198,102.3,79.6,22.7,50,52.4,61.8,1.4,18.1,34.2,78.3,58.3,79.2,15.8,79.2
3246,2324,60,Daegu,lose,7,17,4,25,17,63,22,52,42.3,3,21,14.3,10,14,71.4,35,7,12,2,29,3,10,19,2,6,13,7,14,18,2,38,79.6,102.3,-22.7,36.3,39.8,28,0.7,7.3,21.7,65.8,41.7,79.2,11.2,79.2
3247,2324,61,Anyang,lose,9,26,17,20,22,85,21,41,51.2,9,28,32.1,16,23,69.6,32,16,7,3,14,3,9,15,3,5,19,22,32,8,4,539,114.7,124.3,-9.6,50,53.7,53.3,1.8,15.4,33.3,62.1,45.1,73.1,10.2,73.1
3248,2324,61,Suwon,win,3,25,32,20,17,94,27,40,67.5,12,32,37.5,4,6,66.7,39,27,5,3,22,3,12,25,0,6,15,15,54,9,18,1723,124.3,114.7,9.6,62.5,63,69.2,2.3,23.8,37.9,66.7,54.9,73.1,13.9,73.1
3249,2324,62,SK,win,4,24,23,14,25,86,29,55,52.7,5,20,25,13,17,76.5,47,18,6,1,24,11,12,27,1,23,5,12,19,10,9,1315,106.9,100.3,6.6,48.7,52.1,52.9,1.5,16,36.8,75,57.3,77.8,12.7,77.8
3250,2324,62,Wonju,lose,1,24,19,21,16,80,24,45,53.3,6,30,20,14,20,70,35,20,7,2,18,8,7,20,0,16,16,13,11,10,6,894,100.3,106.9,-6.6,44,47.7,66.7,2.9,18.1,25,63.2,42.7,77.8,7.7,77.8
3251,2324,63,Changwon,win,2,19,13,24,24,80,23,46,50,6,22,27.3,16,21,76.2,49,15,9,3,20,2,10,19,0,3,7,10,25,10,31,2220,110.7,69,41.8,47.1,51.8,51.7,1.5,14.7,41.7,75.6,60.5,68.8,11.5,68.8
3252,2324,63,Goyang,lose,8,10,18,9,12,49,11,29,37.9,5,36,13.9,12,16,75,32,7,6,1,21,0,10,10,2,0,7,10,11,8,3,157,69,110.7,-41.8,28.5,34,43.8,0.7,7.9,24.4,58.3,39.5,68.8,12.2,68.8
3253,2324,64,Samsung,lose,10,17,19,16,14,66,24,50,48,5,20,25,3,9,33.3,33,10,7,2,15,0,12,20,1,0,4,16,22,7,7,483,91.7,114,-22.3,45,44.6,34.5,0.8,10.4,35.9,63.3,47.8,68.8,14,68.8
3254,2324,64,Ulsan,win,6,18,22,28,12,80,27,49,55.1,5,16,31.3,11,14,78.6,36,18,6,5,15,5,10,22,0,9,18,16,33,8,20,1682,114,91.7,22.3,53.1,56.2,56.3,1.8,18.2,36.7,64.1,52.2,68.8,12.3,68.8
3255,2324,65,Busan,lose,5,22,17,19,23,81,20,39,51.3,8,23,34.8,17,21,81,30,14,3,2,15,4,9,16,1,8,7,10,31,9,3,140,113.7,127.1,-13.4,51.6,56.9,50,1.6,14.9,25.7,84,50,72.1,11.2,72.1
3256,2324,65,Daegu,win,7,33,27,16,20,96,28,45,62.2,11,24,45.8,7,8,87.5,30,16,4,1,23,4,7,21,2,8,16,5,15,13,27,2220,127.1,113.7,13.4,64.5,66.2,41,2.3,16.8,16,74.3,50,72.1,8.8,72.1
3257,2324,66,Suwon,win,3,16,19,31,22,88,19,36,52.8,11,29,37.9,17,23,73.9,26,15,7,4,26,2,8,16,2,4,15,18,53,8,8,719,122,114.6,7.4,54.6,58.6,50,1.9,15.3,30.6,51.7,40,69,9.6,69
3258,2324,66,Samsung,lose,10,25,19,18,21,83,19,39,48.7,7,22,31.8,24,26,92.3,39,13,5,3,25,0,14,14,1,0,6,18,25,9,14,1585,114.6,122,-7.4,48.4,57.3,50,0.9,13.1,48.3,69.4,60,69,16.2,69
